order_category,order_value,item_value,quantity,time_to_return_request_hours,refund_amount,return_reason,returned_item_match,item_condition_score,package_weight_delta_pct,vision_confidence_score,account_age_days,lifetime_order_count,lifetime_return_count,total_spent,return_rate,return_velocity_30d,return_velocity_48h,shared_device_count,shared_address_count,shared_payment_fingerprint_count,device_return_velocity_7d,address_return_velocity_7d,payment_return_velocity_7d,cluster_return_velocity_7d
Other,508.53,116.25,1,688.46,110.42,Wrong size,True,0.8419638177319717,2.1171027257920896,0.9994127491120024,1080,25,20,850.7,0.8,5,0,12,12,12,7,7,7,7
Electronics,93.01,31.72,1,399.97,27.99,Not as expected,True,0.9672074171867996,3.5538711712143556,0.9911949431928347,0,74,8,901.82,0.10810810810810811,7,0,3,2,1,0,0,0,0
Beauty,103.42,103.42,1,569.09,90.4,Not as expected,True,0.8589323543198588,9.674081747709801,0.9937349479958972,4,82,11,168.78,0.13414634146341464,10,0,1,3,1,1,1,1,1
Books,114.78,19.2,1,143.06,17.64,Wrong size,True,0.967336496342134,0.2596056339057262,0.9681764729735872,0,53,4,278.09,0.07547169811320754,4,0,2,1,2,3,2,2,3
Sports,191.04,191.04,1,706.04,190.74,Not as expected,True,0.813620830449686,1.9161826275754745,0.8837745844851538,442,54,7,266.33,0.12962962962962962,0,0,2,4,2,0,1,0,1
Luxury,32.24,32.24,1,253.51,29.83,Not as expected,True,0.9225341663048217,7.468609676193555,0.9571366917980415,692,61,5,652.15,0.08196721311475409,0,0,2,5,1,0,0,0,0
Electronics,149.44,53.47,1,148.68,46.57,Changed mind,True,0.9178614351915777,5.809735632164502,0.8681404629207127,1,84,9,924.8,0.10714285714285714,9,0,1,5,4,0,1,0,1
Sports,46.82,22.5,1,659.5,20.11,Not as expected,True,0.9307582030027024,7.20207526668969,0.914655879970373,1114,63,10,427.36,0.15873015873015872,0,0,2,3,2,0,0,0,0
Home,808.98,223.89,1,6.84,202.45,Changed mind,True,0.9315741495949035,5.572697968042916,0.9555279728137807,2,41,5,1552.97,0.12195121951219512,3,0,3,3,1,0,0,0,0
Other,149.56,149.56,1,165.39,141.2,Wrong size,True,0.8941879394301127,6.7002039653492895,0.8518937647306479,502,59,5,234.05,0.0847457627118644,0,0,3,3,2,0,0,0,0
Electronics,332.95,332.95,1,581.77,326.53,Not as expected,True,0.8585560558897821,1.3351712325429255,0.9133747447172981,484,61,54,1514.7,0.8852459016393442,11,0,12,12,12,7,7,7,7
Apparel,91.52,91.52,1,283.44,86.45,Not as expected,True,0.8293033150036639,3.5048340978138537,0.9190634025929066,800,80,8,158.06,0.1,0,0,2,3,2,0,0,0,0
Luxury,116.34,25.54,1,534.87,23.21,Wrong size,True,0.9111250016519649,1.2369383901216835,0.875480645071817,2,76,7,224.47,0.09210526315789473,5,1,4,6,1,2,3,1,3
Beauty,151.99,151.99,1,668.28,136.28,Not as expected,True,0.8471736790064331,3.991673730410803,0.8867484324296052,1306,78,8,496.65,0.10256410256410256,0,0,1,1,3,0,0,12,12
Other,242.58,242.58,1,412.82,219.04,Wrong size,True,0.9532486285828659,8.889820753074462,0.8951083131475591,1066,39,26,107.19,0.6666666666666666,23,1,3,5,3,7,7,7,7
Electronics,613.88,28.61,1,713.1648255741472,24.9,Changed mind,True,0.745,3.169225646016618,0.908,1198,86,56,1076.1,0.6511627906976745,51,2,1,3,2,6,7,7,7
Electronics,567.6,265.83,1,482.86,233.14,Not as expected,True,0.9769326081043901,5.754470645201815,0.9232532844684658,1072,96,10,284.56,0.10416666666666667,0,0,3,2,1,0,0,0,0
Beauty,82.11,6.13,1,403.18,5.46,Wrong size,True,0.8885904482942579,6.1450128451846915,0.8976682106833025,0,25,4,640.72,0.16,4,0,1,2,1,0,0,0,0
Luxury,164.26,120.01,1,679.44,112.99,Changed mind,True,0.87101495946421,4.303961741847768,0.9706445110754759,5,74,11,550.61,0.14864864864864866,8,0,5,1,1,0,0,0,0
Electronics,169.61,169.61,1,465.63,149.59,Not as expected,True,0.8799224249220374,7.050134987220924,0.9173377198832381,1293,93,6,2659.59,0.06451612903225806,0,0,2,1,2,0,0,0,0
Apparel,252.77,81.94,1,440.24,71.04,Wrong size,True,0.9472723625161035,4.599284693237738,0.8819441553756664,653,100,8,146.75,0.08,0,0,1,5,3,0,0,0,0
Books,60.6,6.61,1,49.48,5.62,Wrong size,True,0.8492334942054336,1.712593178396139,0.9666170141762136,573,75,10,486.08,0.13333333333333333,0,0,2,3,2,1,1,0,1
Books,371.47,153.12,1,293.9800440095372,150.26,Changed mind,True,0.679,6.034565150271448,0.915,1279,49,32,570.23,0.6530612244897959,26,3,2,1,1,7,7,7,7
Electronics,172.14,172.14,1,563.57,164.18,Wrong size,True,0.8107983910022256,0.9867942080607373,0.9582956967871981,1070,82,10,161.21,0.12195121951219512,0,0,2,3,2,0,1,0,1
Other,878.1,425.38,1,468.54,404.1,Changed mind,True,0.8163643567285817,9.308729948187906,0.9067733630020337,6,82,14,493.99,0.17073170731707318,13,1,1,1,3,2,2,2,2
Books,239.21,23.83,1,255.32,23.67,Changed mind,True,0.8869457413676116,4.942913924709265,0.9084160823883325,727,10,1,730.89,0.1,0,0,1,2,1,0,0,0,0
Other,72.98,72.98,1,585.23,69.96,Wrong size,True,0.9504839678744572,3.964914138953967,0.9340676317723852,120,94,6,270.51,0.06382978723404255,0,0,2,1,2,0,0,0,0
Books,62.26,37.75,1,528.23,32.56,Changed mind,True,0.9248691023091432,4.575680050300499,0.9883649535296043,3,59,4,133.63,0.06779661016949153,4,0,4,2,1,0,2,0,2
Books,149.69,22.75,1,377.18,22.34,Changed mind,True,0.8588814209353681,6.377393586841935,0.9553150505513388,1,31,3,183.89,0.0967741935483871,2,0,2,2,2,0,0,0,0
Sports,269.0,169.73,1,404.07,156.18,Wrong size,True,0.9805729778110784,0.2687667487449652,0.8935724811456255,508,86,76,550.63,0.8837209302325582,13,0,12,12,12,7,7,7,7
Beauty,548.64,548.64,1,183.25,518.65,Changed mind,True,0.9083963973214267,4.272968753037087,0.9192834325683465,6,56,9,326.22,0.16071428571428573,7,0,2,4,2,1,1,1,1
Electronics,163.09,62.26,1,216.17,59.79,Changed mind,True,0.8233773259486543,9.192767467724249,0.9764783425815318,2,44,4,358.72,0.09090909090909091,4,0,2,1,1,0,0,0,0
Books,198.74,198.74,1,375.36,130.04,Not as expected,False,0.9831818388120489,72.5,0.284,4,45,5,251.5,0.1111111111111111,5,0,1,1,2,0,0,2,2
Electronics,216.97,153.92,1,345.57,135.75,Changed mind,True,0.9865260917106159,0.34418187272112766,0.9306479907630921,273,48,5,1186.75,0.10416666666666667,1,0,4,3,3,0,0,0,0
Electronics,179.47,71.95,1,686.12,66.8,Not as expected,True,0.8624110943061626,7.600169385446442,0.9076581570203164,903,67,6,777.31,0.08955223880597014,0,0,2,2,2,0,0,0,0
Luxury,827.79,241.83,1,648.42,216.72,Wrong size,True,0.9838849392924113,5.215168101686441,0.8805319721671153,800,37,5,323.13,0.13513513513513514,0,0,1,3,3,0,0,0,0
Beauty,140.3,140.3,1,390.97,121.47,Wrong size,True,0.8224810309454728,8.565638033747447,0.861943624101459,104,92,4,79.2,0.043478260869565216,0,0,2,2,4,0,0,0,0
Books,158.14,81.71,1,448.38,81.0,Not as expected,True,0.8334367711839045,4.354566157277985,0.8747753340774255,2,94,7,302.36,0.07446808510638298,7,0,2,4,2,0,1,0,1
Apparel,1164.19,8.61,1,8.41,7.53,Not as expected,True,0.8829047753074775,1.9870318919478314,0.8866299356150871,3,50,10,425.54,0.2,6,0,3,1,5,1,1,1,1
Home,59.67,25.39,1,438.56,23.78,Changed mind,True,0.8851364429560573,0.9787390439697885,0.8785240235015327,50,65,6,655.2,0.09230769230769231,2,0,2,5,3,0,0,0,0
Luxury,326.8,90.31,1,13.16,83.75,Not as expected,True,0.39,3.4646178644447834,0.601,1137,66,8,173.69,0.12121212121212122,0,0,2,3,4,0,0,0,0
Electronics,141.31,141.31,1,214.51,140.33,Wrong size,True,0.8458313747500046,2.842433399833335,0.9627365429083172,1127,51,9,269.83,0.17647058823529413,0,0,2,3,1,0,1,0,1
Electronics,176.42,148.61,1,168.66,126.84,Not as expected,True,0.9025246885915538,1.2670289788365663,0.9482658834164317,1464,63,6,1011.14,0.09523809523809523,0,0,1,2,1,0,0,0,0
Sports,218.46,62.83,1,322.01,59.56,Wrong size,True,0.8700177560756119,7.016570723204641,0.9182189383692847,1232,23,5,117.7,0.21739130434782608,0,0,2,2,2,0,0,0,0
Electronics,261.87,261.87,1,272.28,259.31,Wrong size,True,0.9832320910359476,2.1934093475596486,0.902465249183957,458,64,10,267.11,0.15625,0,0,2,3,1,0,0,0,0
Luxury,119.08,9.29,1,593.79,8.43,Changed mind,True,0.8848587433526156,7.530426473652061,0.8999647800150125,197,93,9,127.46,0.0967741935483871,0,0,1,3,2,0,0,2,2
Sports,132.49,30.1,1,416.88,28.4,Changed mind,True,0.968361633924079,0.1732543634073347,0.9821061700341275,769,78,7,855.44,0.08974358974358974,0,0,2,2,3,0,0,0,0
Apparel,636.68,284.34,1,46.12,260.06,Changed mind,True,0.513,0.4954111280238671,0.74,1401,94,12,274.07,0.1276595744680851,0,0,1,3,1,0,0,0,0
Books,93.57,93.57,1,662.99,80.36,Changed mind,True,0.9946697756133049,6.519285575212726,0.912945582718952,1310,77,5,161.63,0.06493506493506493,0,0,2,4,1,0,0,0,0
Other,211.59,88.82,1,196.33,80.71,Changed mind,True,0.8165680890184288,9.261950504531892,0.9119013633245658,560,79,8,757.24,0.10126582278481013,0,0,2,4,1,0,0,0,0
Other,64.33,14.1,1,56.28,12.32,Changed mind,True,0.8602032121072429,7.484593606436766,0.8882593301154434,518,85,6,209.48,0.07058823529411765,0,0,2,2,1,0,0,0,0
Home,351.33,97.31,1,223.29,85.62,Changed mind,True,0.9978321884042342,1.4457651591384435,0.9357718616601546,327,51,8,1852.89,0.1568627450980392,0,0,2,2,1,0,0,0,0
Books,143.2,32.95,1,342.82,29.0,Changed mind,True,0.8477910401375978,8.08945843175298,0.9323397317261549,545,94,13,502.57,0.13829787234042554,0,0,1,3,1,0,0,0,0
Beauty,70.29,57.9,1,210.76,51.14,Not as expected,True,0.8374492311926692,1.7612026854829665,0.9852040167289323,568,33,6,283.75,0.18181818181818182,0,0,1,1,1,0,0,0,0
Books,183.03,26.39,1,604.69,23.5,Wrong size,True,0.9929451175629224,7.524276688612392,0.9823209929581564,3,95,11,116.74,0.11578947368421053,10,0,3,2,1,1,1,1,1
Home,317.03,0.19,1,426.82,0.18,Changed mind,True,0.8968383069746221,9.048392229329114,0.9689886452825757,48,88,11,586.13,0.125,3,0,2,4,2,0,0,0,0
Electronics,86.33,75.79,1,70.13,71.16,Wrong size,True,0.8538705198795192,5.88552949919349,0.99312939948239,89,78,7,246.19,0.08974358974358974,1,0,2,1,3,0,0,0,0
Luxury,1137.79,105.46,1,2.14,99.74,Not as expected,True,0.9032192394397146,3.3192020983386783,0.9688282566038984,1,73,14,371.22,0.1917808219178082,10,0,1,7,2,1,6,1,6
Other,325.77,325.77,1,533.35,320.94,Changed mind,True,0.9081213580468318,6.662317531342681,0.8659373933598671,1431,38,4,265.34,0.10526315789473684,0,0,2,3,3,1,0,0,1
Other,214.72,8.79,1,52.82,8.3,Changed mind,True,0.9007287771285671,1.8438151135290348,0.987100492496551,1,11,2,775.14,0.18181818181818182,1,0,2,4,2,0,0,0,0
Electronics,289.36,13.88,1,27.05,12.27,Wrong size,True,0.532,3.3723119913187127,0.836,1096,85,5,403.01,0.058823529411764705,0,0,1,3,1,0,0,0,0
Luxury,163.09,115.99,1,88.79,104.53,Wrong size,True,0.9616804717642009,3.6563995178351973,0.8839321948075118,3,14,3,825.79,0.21428571428571427,3,0,1,3,4,0,0,0,0
Home,51.16,26.56,1,517.23,25.12,Changed mind,True,0.8671424832569766,3.6167682736996474,0.9865491602957069,1464,63,6,1011.14,0.09523809523809523,0,0,1,2,1,0,0,0,0
Electronics,103.71,90.68,1,170.54,79.9,Changed mind,True,0.806244065715048,9.551089661074029,0.9358038842476345,755,71,9,226.39,0.1267605633802817,0,0,3,4,2,0,0,0,0
Luxury,251.32,70.09,1,458.74,66.53,Wrong size,True,0.8698522874463901,7.274605845138798,0.8679973540336592,2,36,1,100.6,0.027777777777777776,1,0,2,2,2,0,0,0,0
Luxury,236.47,139.35,1,185.1,129.55,Wrong size,True,0.9500210585891314,0.8741742100026595,0.8720580097205064,716,92,6,403.41,0.06521739130434782,0,0,1,6,2,0,1,2,2
Apparel,176.52,25.94,1,510.39,24.54,Not as expected,True,0.8546696340908966,7.961635049084251,0.9331921897945186,6,84,14,1122.99,0.16666666666666666,12,0,1,3,1,1,1,1,1
Luxury,133.4,84.41,1,663.78,82.28,Changed mind,True,0.8674731044222428,7.762111922113916,0.9485439237621587,1445,78,13,558.22,0.16666666666666666,0,0,2,2,2,0,0,0,0
Home,112.64,31.91,1,637.64,31.76,Changed mind,True,0.915801305771409,0.0006329093731349822,0.9174733561299527,3,39,4,1263.27,0.10256410256410256,3,0,2,4,3,0,0,0,0
Electronics,1267.06,259.64,1,6.8,237.24,Changed mind,True,0.9138264076978216,5.22875119606282,0.9007303388167058,0,91,13,1153.19,0.14285714285714285,9,0,1,1,1,1,1,1,1
Home,122.05,122.05,1,462.78,106.98,Changed mind,True,0.8591924379604648,5.94009884767673,0.895038843379163,1163,69,8,434.49,0.11594202898550725,0,0,4,6,1,0,0,0,0
Sports,250.68,74.28,1,96.22,73.61,Not as expected,True,0.8882853915337852,9.777215140415164,0.8627292174689204,7,98,16,371.97,0.16326530612244897,9,0,3,1,1,2,2,2,2
Sports,185.07,185.07,1,583.88,167.63,Wrong size,True,0.9972678213511184,5.336987954864584,0.9765352197453289,1096,34,30,119.36,0.8823529411764706,7,0,12,12,12,7,7,7,7
Luxury,53.49,24.38,1,66.02,23.93,Not as expected,True,0.8610168518687495,2.415499305970693,0.973068407389599,442,54,7,266.33,0.12962962962962962,0,0,2,4,2,0,1,0,1
Sports,402.23,291.14,1,205.44,270.5,Wrong size,True,0.8931425959273045,3.3339686779662445,0.9655499113371622,1,24,1,161.67,0.041666666666666664,1,0,1,7,3,0,0,0,0
Books,601.09,601.09,1,13139.849564465228,560.72,Not as expected,True,0.782,6.015754819757355,0.801,1426,48,32,158.11,0.6666666666666666,31,3,2,5,2,9,9,9,9
Beauty,99.03,99.03,1,696.67,93.69,Not as expected,True,0.9233680356992804,5.018303122939567,0.9387621275551782,1,73,6,551.47,0.0821917808219178,5,1,2,5,2,1,6,1,6
Apparel,92.85,92.85,1,280.78,89.53,Wrong size,True,0.8961830425242753,4.683592564557867,0.9530321919917408,1263,79,8,1107.53,0.10126582278481013,1,0,1,4,2,0,0,0,0
Home,146.08,68.85,1,109.7,60.94,Changed mind,True,0.8140144098711142,8.550143994292455,0.9147659327779112,809,85,5,358.0,0.058823529411764705,0,0,4,4,2,0,0,0,0
Other,81.25,81.25,1,136.78,76.53,Changed mind,True,0.8689405541093393,8.602295026786361,0.9047719427577461,511,95,10,1177.03,0.10526315789473684,0,0,1,3,2,0,0,0,0
Electronics,240.79,201.05,1,136.95,184.74,Wrong size,True,0.8234531616744734,8.556653787623343,0.858316195317908,6,99,13,232.1,0.13131313131313133,9,0,2,2,2,0,0,0,0
Luxury,188.75,39.37,1,29.46,33.88,Wrong size,True,0.589,3.1360397073195623,0.785,676,89,8,450.52,0.0898876404494382,0,0,2,2,1,0,0,0,0
Electronics,1582.65,55.64,1,4.48,54.77,Wrong size,True,0.8538416028247322,6.357973056007,0.8588556918617032,6,37,7,265.85,0.1891891891891892,4,0,1,4,3,0,0,0,0
Luxury,82.98,42.93,1,261.94,38.34,Not as expected,True,0.9587753125876424,1.358598087933136,0.942808949472577,369,42,2,60.11,0.047619047619047616,0,0,1,2,2,0,0,0,0
Other,72.67,27.5,1,472.32,23.67,Not as expected,True,0.9724061369389517,8.556368126414837,0.9035993301607075,1324,54,4,361.92,0.07407407407407407,1,0,1,3,3,0,0,0,0
Apparel,210.69,95.43,1,152.87,84.11,Changed mind,True,0.958552585625907,1.0594046499144905,0.8594412442071666,93,65,9,1210.6,0.13846153846153847,0,0,4,2,3,1,0,0,1
Books,158.43,16.02,1,171.32,14.69,Wrong size,True,0.914354844733723,9.325582783324824,0.9867738324120571,1154,79,11,1350.63,0.13924050632911392,1,0,2,3,1,0,1,0,1
Apparel,42.04,39.46,1,629.18,38.83,Not as expected,True,0.9729452035343816,6.8920175201870855,0.9174239102968436,832,84,9,246.63,0.10714285714285714,0,0,3,5,3,0,0,0,0
Luxury,225.61,225.61,1,385.72,212.67,Wrong size,True,0.8712380416455392,6.095262251594695,0.9053905358325878,323,74,9,171.15,0.12162162162162163,0,0,2,2,2,0,0,1,1
Electronics,126.64,126.64,1,611.85,109.63,Wrong size,True,0.8248385784164369,0.855498625427823,0.9313476175986446,463,22,3,293.31,0.13636363636363635,0,0,1,3,4,0,1,0,1
Electronics,93.75,93.75,1,528.63,86.43,Wrong size,True,0.9132209437032619,5.184537631342318,0.9007436301733294,1263,25,2,575.79,0.08,0,0,1,2,1,0,0,0,0
Electronics,155.34,136.53,1,238.7,127.68,Wrong size,True,0.9571437009576498,8.794130980501242,0.8622482093547407,1445,78,13,558.22,0.16666666666666666,0,0,2,2,2,0,0,0,0
Beauty,625.43,295.05,1,192.05,272.9,Changed mind,True,0.8866708721360687,6.2999001643547805,0.9151554942302427,815,79,6,490.17,0.0759493670886076,0,0,2,7,2,0,0,0,0
Other,142.56,142.56,1,432.91,131.61,Wrong size,True,0.9647661656371571,9.059037843755833,0.9118201454326689,1058,82,9,206.81,0.10975609756097561,0,0,2,4,1,0,1,0,1
Apparel,699.0,699.0,1,335.82,636.34,Wrong size,True,0.8715479129785708,0.8833323654078296,0.9545221906251865,202,98,9,128.63,0.09183673469387756,1,0,2,3,4,0,0,0,0
Apparel,1953.87,34.21,1,11.38,32.84,Not as expected,True,0.9541612431094213,5.5623002355855995,0.8620253597040962,2,54,4,1588.46,0.07407407407407407,3,0,2,3,1,0,0,0,0
Other,52.62,6.97,1,343.94,6.4,Wrong size,True,0.8128727487298725,9.982345530553191,0.9540084778284229,1315,81,9,333.07,0.1111111111111111,0,0,3,3,1,2,0,0,2
Luxury,187.68,167.46,1,505.76,142.92,Changed mind,True,0.9224617807361963,6.6897558849934935,0.9346339058110122,3,12,1,795.36,0.08333333333333333,1,0,1,7,1,0,0,0,0
Apparel,184.23,33.6,1,450.26,29.98,Changed mind,True,0.9149223961736163,5.424766021462682,0.965471924814846,1028,41,5,185.98,0.12195121951219512,0,0,1,3,1,0,0,0,0
Beauty,512.7,54.2,1,115.71,51.88,Changed mind,True,0.9082252668889917,8.401031771062923,0.9278947104411364,1483,92,8,80.59,0.08695652173913043,0,0,3,2,1,0,0,0,0
Sports,274.84,41.48,1,404.35,38.74,Not as expected,True,0.8804354602728817,1.8437166165747243,0.8595460876507789,34,92,10,393.32,0.10869565217391304,4,0,1,2,2,0,0,2,2
Books,114.4,6.63,1,359.43,3.8,Wrong size,False,0.9370917129719833,55.67,0.376,1457,52,5,788.55,0.09615384615384616,0,0,2,2,2,0,0,0,0
Apparel,193.38,21.24,1,385.0,19.88,Wrong size,True,0.8002758420005948,4.4385092266537916,0.929479447661991,139,94,5,438.52,0.05319148936170213,1,0,1,1,1,0,0,0,0
Sports,1251.47,17.7,1,7.1,16.43,Not as expected,True,0.949950608295141,0.05963581910940485,0.9590978332698031,5,58,6,565.55,0.10344827586206896,5,0,6,3,2,3,0,0,3
Apparel,448.52,0.85,1,30.91,0.77,Changed mind,True,0.391,9.262657906898301,0.835,448,66,5,458.14,0.07575757575757576,0,0,2,3,2,0,0,0,0
Electronics,395.38,336.97,1,385.27,322.11,Not as expected,True,0.8208715224231682,2.3253449589413853,0.9014837054847391,388,87,6,467.61,0.06896551724137931,0,0,1,1,3,0,0,0,0
Apparel,675.44,341.1,1,42.68,326.85,Wrong size,True,0.462,2.156638717957333,0.835,7,78,12,301.09,0.15384615384615385,9,0,1,1,1,0,0,0,0
Sports,88.27,88.27,1,639.86,82.69,Not as expected,True,0.9835508548008128,9.50439808924235,0.9866108325775401,453,75,14,465.21,0.18666666666666668,0,0,3,3,3,0,0,0,0
Home,128.82,49.93,1,613.5,44.2,Wrong size,True,0.8612590833348938,7.816447869919773,0.9067096103922961,1,69,12,581.88,0.17391304347826086,11,0,1,3,1,1,1,1,1
Apparel,744.36,744.36,1,623.94,734.96,Wrong size,True,0.8624161590210542,0.6822242456395844,0.883462406076294,1385,78,11,104.99,0.14102564102564102,0,0,1,3,1,0,1,0,1
Luxury,307.35,218.31,1,304.91,189.16,Wrong size,True,0.9504587710216531,4.4516194380058955,0.8875293300428176,7,78,9,441.41,0.11538461538461539,9,0,3,3,3,0,0,0,0
Books,57.77,50.87,1,74.08,46.68,Wrong size,True,0.9019597988148589,5.528359132918318,0.9534060682757963,1271,88,9,1094.84,0.10227272727272728,0,0,1,2,3,0,0,0,0
Luxury,358.48,358.48,1,51.09,327.88,Not as expected,True,0.9137137967332678,3.1250745118724907,0.9161874025464696,663,31,3,503.76,0.0967741935483871,0,0,3,2,3,0,0,0,0
Home,249.78,203.89,1,491.32,179.13,Not as expected,True,0.8293408843512597,5.244694397959812,0.9296446826828078,6,18,4,111.47,0.2222222222222222,2,0,3,2,4,0,0,1,1
Other,258.69,97.0,1,711.46,90.91,Wrong size,True,0.8056854737909646,5.617763308339385,0.8684012957026785,6,72,8,490.96,0.1111111111111111,6,0,1,4,1,1,1,1,1
Apparel,142.41,142.41,1,503.53,127.12,Wrong size,True,0.9256416684347273,3.50988945194099,0.965044273654245,0,77,9,634.09,0.11688311688311688,5,0,1,4,2,0,0,0,0
Apparel,150.15,45.89,1,63.91,45.57,Changed mind,True,0.563,3.661477892646311,0.835,2,92,11,182.08,0.11956521739130435,9,0,2,2,2,0,2,0,2
Beauty,1137.07,1137.07,1,664.65,1042.84,Wrong size,True,0.8170374255651681,4.720781830558281,0.9579369374358004,1363,68,12,228.55,0.17647058823529413,1,0,2,3,3,1,0,1,1
Beauty,155.19,35.35,1,512.1,34.4,Changed mind,True,0.8117709291457202,5.726070662808248,0.8593937000597832,235,75,4,497.06,0.05333333333333334,0,0,2,2,1,0,0,0,0
Luxury,158.05,31.29,1,246.14,29.29,Not as expected,True,0.8788148562157997,2.2877081460790203,0.9089321616759116,755,71,9,226.39,0.1267605633802817,0,0,3,4,2,0,0,0,0
Apparel,145.48,145.48,1,97.66,129.23,Not as expected,True,0.9424175088636484,5.937630653848355,0.9978409700342257,4,99,8,223.75,0.08080808080808081,7,0,1,7,2,0,0,0,0
Electronics,198.64,198.64,1,580.12,177.35,Changed mind,True,0.8252589621728876,9.884606121366307,0.9465750596944997,423,89,4,705.85,0.0449438202247191,1,0,1,2,5,0,0,3,3
Other,410.26,28.66,1,667.55,25.5,Wrong size,True,0.8716296124838518,9.189245159935865,0.8817808420291954,241,66,7,209.35,0.10606060606060606,0,0,1,4,1,0,0,0,0
Beauty,310.82,116.71,1,279.29,105.0,Wrong size,True,0.9324634658462562,2.9866780486655395,0.9009557259528301,936,70,7,196.88,0.1,0,0,2,4,1,0,0,0,0
Electronics,114.8,114.8,1,589.05,113.63,Wrong size,True,0.951151336709148,9.746047933592944,0.9785257885710844,663,35,3,497.2,0.08571428571428572,0,0,3,2,3,0,0,0,0
Apparel,386.42,386.42,1,116.6,341.65,Not as expected,True,0.80872017625047,3.280638700252233,0.9176430816309138,1341,60,3,269.28,0.05,1,0,3,2,1,0,2,0,2
Luxury,80.88,61.55,1,87.69,55.34,Not as expected,True,0.9297275363251809,9.68449946506876,0.972488350655933,2,59,8,300.47,0.13559322033898305,4,0,2,3,2,1,1,1,1
Beauty,62.24,31.69,1,331.81,29.64,Changed mind,True,0.8310110012660199,3.151632869158991,0.9085053191423273,1442,98,8,785.53,0.08163265306122448,0,0,2,2,4,2,0,0,2
Luxury,253.17,253.17,1,284.4,247.82,Wrong size,True,0.9687861841127237,6.07769497724323,0.9009094390970819,808,72,6,223.76,0.08333333333333333,0,0,2,3,2,0,1,0,1
Apparel,130.7,38.3,1,550.54,34.65,Wrong size,True,0.9404939694055154,9.708144074749574,0.897369630738926,698,92,9,570.65,0.09782608695652174,0,0,2,2,1,0,0,0,0
Electronics,188.59,28.05,1,7.02,25.78,Wrong size,True,0.304,5.58354352880054,0.822,2,35,6,553.27,0.17142857142857143,6,0,1,2,1,0,0,0,0
Luxury,234.77,31.38,1,151.84,27.75,Not as expected,True,0.9159746557569367,7.272647556975848,0.9613385194312745,1005,71,9,89.25,0.1267605633802817,0,0,1,1,2,0,0,0,0
Other,126.78,45.49,1,210.33,44.56,Not as expected,True,0.9454845000063755,3.2474099773708787,0.8622346401197662,4,42,8,182.89,0.19047619047619047,7,0,2,3,3,1,1,1,1
